"dim1","dim2"
"1",3.93754219275416,-11.9495785789518
"2",-9.77586639267421,11.432834847512
"3",-11.2018960156876,-0.521110623444863
"4",-19.7613813050196,21.0970060923875
"5",-18.0153424595195,8.84597267226171
"6",-7.08112797538985,-23.1801147248257
"7",-0.549854589152558,-13.0508049304046
"8",6.61090324868081,-18.0434653867876
"9",-0.925947704025704,-26.5237952281136
"10",-12.268657674043,-12.4995135029227
"11",-14.0520525108535,10.8675410261531
"12",4.13702941335494,-11.537727171066
"13",-21.6344970202984,17.7664853326213
"14",-13.0341893234222,-19.4876165031223
"15",-7.53854559672115,9.4442212647308
"16",-7.37349770477142,13.9762396261051
"17",-4.10208448470654,9.15521970507672
"18",-12.427270799982,-14.0331642354709
"19",-4.76665685196046,-25.3989882242295
"20",-24.1732230075124,13.2179321484533
"21",-3.44286273561549,-9.78883496604221
"22",-3.32647349295454,-13.6483802142451
"23",-4.86940868634627,-22.9651888162715
"24",-10.9326044033619,-5.06563308857794
"25",-16.0870353134213,15.1917698353418
"26",-15.6011858109597,4.16472435449932
"27",-11.2389025684007,-2.91067959523131
"28",-4.74743432989148,2.59546611136159
"29",-11.1084171636236,13.1404484184309
"30",-12.7166874739943,-19.5955866764639
"31",-23.4698492872331,5.12262291962276
"32",-24.2203914684794,17.773239603884
"33",2.25749681554109,-11.6873730634432
"34",-2.03866579129814,-5.4780647773923
"35",-27.6896421808945,18.2006281103259
"36",-7.97244623090224,-8.79899558005818
"37",-10.3040755745676,15.4065179846865
"38",-11.3296211934134,10.1255324170425
"39",-13.2888755088454,11.3105955009607
"40",-6.92299458000659,3.49044155102829
"41",-15.3809066805172,-2.0338627150282
"42",-17.369910169279,15.965523911347
"43",-11.8067335000224,-21.2090046186059
"44",4.58349048691197,-19.4433830229096
"45",-17.8957147722971,11.7955206185074
"46",5.2261953166299,-19.0731470585459
"47",-4.69267216275614,-19.4271543039174
"48",-12.2672956167291,-10.1156340239564
"49",-4.57115292594213,13.6416618008179
"50",-4.37389168151388,-22.1981293491166
"51",3.59369880809693,-16.4975402889609
"52",-19.7154608577874,-2.34549463225309
"53",-3.18889988225002,2.40471484461152
"54",-6.72879770757143,-17.064912080027
"55",-13.7263317002777,-0.458534203157579
"56",-12.7926345488032,-12.6396816084578
"57",-10.7093954605966,-1.25201318844153
"58",-22.1408417115481,13.8817986479291
"59",-14.4607605489537,0.634206748028262
"60",-2.90370785000054,-7.87255541602469
"61",-15.1404310250375,9.27176960610392
"62",-25.474160395135,17.3463601822934
"63",-2.21675796813374,-20.4020789066108
"64",-9.79454353502061,7.5952385590741
"65",-25.9912722098496,14.2612584023384
"66",-5.45863724429881,-4.20600909720404
"67",4.11132999313977,-22.119078359486
"68",-7.39443419708676,-10.4572165630049
