"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.9","log2fold_change","Auc"
"1","ENSG00000126353","hurdle",0,-2.463611,-0.8225901,1.6410209,0.636
"4","ENSG00000188404","hurdle",0,-1.6201331,-0.5830016,1.0371315,0.618
"2","ENSG00000138795","hurdle",0,-2.467154,-1.130648,1.336506,0.607
"3","ENSG00000172005","hurdle",0,-2.343519,-1.258946,1.084573,0.584
